Val,Post FT Obama,Region,R Age,Marital Status,Education,Military Service,Employed,R Race,R Gender,Pre FT Bush,Pre FT Obama,Pre FT McCain,Pre FT Biden,Pre FT Palin,Pre FT H Clinton,Pre FT B Clinton,Pre FT Condi,Pre FT Rush Lim,Pre FT Dem Party,Pre FT Rep Party,Post FT Bush,Post FT McCain,Post FT Biden,Post FT Palin,FT Rich People,FT Middle Class,FT Poor People,FT Working Class People,FT Ill Immigrants,FT People on Welfare,FT Liberals,FT Conservatives,FT Feminists,FT Environmentalists,FT Gay People,FT Big Business,FT Labor Unions,FT Military,FT Fed Govt,FT Supreme Court,FT Congress,FT Whites,FT Blacks,FT Hispanics,FT Asian Amer,FT Southerners,FT Christian Fundamentalis,FT Catholics,FT Jews,FT Israel,FT Muslims,FT Hindus,FT Christians,FT Atheists,One Party Control Pre,Better Worse Year Ago Pre,Own Stock Pre,Has Health Ins pre,Hopeful About Obama pre,Afraid of Obama pre,Care Who Wins pre,Expect Close Race pre,Duty to vote pre,Economy Better pre,Party ID pre,Iraq War pre,Impact on Terrorismc pre,"Attitude to Uni Health Care, pre",Welfare Spending pre,War on Terror Spending,Death Penalty,R Owns Gun,Religion Imp to R,Prays Often,R Born Again,Sexual Orientation,Should combat terrorists,Income Gap,Abortion,Abortion Importance,Prompt to recog Cheney,Prompt to recog Gordon Brown,Prompt to recog J Roberts,Crooks in Govt,Handling Afgan War,Handling Iraq War,Torture
in,100,West,38,Never married,16,R has never served in the military,Working now,Hispanic or Latino,Male,0,80,50,75,60,80,80,75,60,40,40,0,15,100,15,70,85,85,100,40,40,85,70,60,85,50,40,85,100,15,60,0,85,85,100,60,85,70,85,70,0,50,70,100,50,It doesnt matter,Better,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Oppose,Increased,Increased,Favor,No,Important,Once a day,Yes,Heterosexual or straight,Very important,Much larger,,,No,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,70,West,33,Married,16,R has never served in the military,Working now,White,Male,0,70,30,60,15,40,50,30,0,60,15,0,30,60,15,70,70,70,70,50,60,70,60,70,85,70,50,60,70,60,60,60,70,70,70,70,70,30,70,70,60,60,70,70,70,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,,Increased,Increased,Oppose,No,Not important,Never,,Heterosexual or straight,Somewhat important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Very important,No,No,No,Not very many are crooked,Disapprove,Disapprove,Oppose
out,40,West,49,Married,16,R has never served in the military,Homemaker,White,Female,70,40,60,60,85,15,30,60,50,50,60,60,60,50,85,50,70,70,70,70,60,50,85,60,60,60,40,70,70,40,50,40,70,70,70,70,70,60,85,70,60,70,70,100,50,It doesnt matter,Better,Yes,Yes,Yes,Yes,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Decreased,Oppose,Decreased,Increased,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Somewhat larger,,,No,Yes,Yes,Not very many are crooked,Approve,Approve,Oppose
in,85,West,28,Separated,14,Not currently serving but previously served,Working now,White,Male,0,85,40,,50,70,85,30,50,85,40,0,0,,70,50,50,60,85,0,60,40,40,40,85,0,15,60,30,40,30,50,60,30,0,40,50,85,85,40,40,30,40,100,0,Better when control is split,Better,No,Yes,Yes,Yes,Care a good deal,Will be close,No,Stayed about the same,Democrat,Not worth it,Increased,Oppose,Increased,Increased,Oppose,No,Not important,Never,No,Heterosexual or straight,Somewhat important,Somewhat smaller,,,No,No,No,Not very many are crooked,Disapprove,Approve,Oppose
out,85,West,59,Married,17,R has never served in the military,Working now,White,Female,15,85,70,70,40,100,85,100,40,85,60,30,60,85,15,70,100,100,100,85,40,85,70,100,100,85,60,40,100,70,100,60,85,100,100,85,70,15,85,100,70,60,85,85,85,Better when control is split,Worse,Yes,Yes,Yes,No,Dont care very much,Will be close,Yes,Gotten worse,Democrat,Not worth it,Decreased,Favor,Kept about the same,Increased,Favor,No,Important,Several times a day,,Heterosexual or straight,Very important,Much larger,,,No,No,No,Not very many are crooked,Approve,Approve,Oppose
out,85,West,47,Married,12,Not currently serving but previously served,Working now,White,Male,0,25,25,30,10,80,100,25,10,40,5,0,30,70,15,40,85,85,85,50,85,40,85,60,50,70,15,40,85,40,50,50,85,60,70,60,85,60,85,60,60,70,70,60,50,Better when one party controls both,Worse,Yes,No,Yes,Yes,Care a good deal,Win by quite a bit,Yes,Gotten worse,Independent,Not worth it,Increased,,Increased,Decreased,Favor,Yes,Not important,Once a week or less,,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,No,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Favor
out,70,West,26,Married,13,R has never served in the military,Working now,White,Female,30,70,40,60,60,85,70,50,40,70,60,40,40,60,40,50,60,50,60,50,50,60,30,60,85,50,40,70,70,40,85,70,50,50,50,50,50,15,50,50,50,50,50,50,50,Better when control is split,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,Favor,Decreased,Increased,Favor,No,Not important,Several times a day,,Heterosexual or straight,Not important at all,Much larger,,,No,No,No,Not very many are crooked,Disapprove,Disapprove,Oppose
in,85,West,45,Never married,14,R has never served in the military,Working now,White,Female,0,70,40,50,15,70,85,0,0,60,40,0,40,50,50,85,100,85,100,40,40,70,60,85,100,50,50,40,70,50,70,40,100,85,85,85,85,85,85,85,70,85,85,100,50,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Increased,,Kept about the same,Kept about the same,Favor,No,Important,Several times a day,Yes,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Not too important,No,No,No,Not very many are crooked,Neither approve nor disapprove,Disapprove,Oppose
in,85,West,65,Widowed,12,R has never served in the military,Retired,Hispanic or Latino,Female,50,50,50,,60,60,50,50,,80,80,85,85,,70,60,70,100,85,100,60,60,70,85,100,60,70,70,100,85,100,85,85,85,70,85,70,70,100,85,85,70,70,85,70,Better when control is split,The same ,No,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,,Stayed about the same,Favor,Kept about the same,Increased,Favor,No,Important,Once a day,,Heterosexual or straight,Very important,About the same,,,No,Yes,Yes,Not very many are crooked,Approve,Approve,Neither favor nor oppose
out,50,West,35,"6. Partnered, not married ",13,R has never served in the military,Working now,Native American,Male,40,60,40,,,50,30,,70,50,50,50,50,50,60,50,70,85,85,30,70,70,60,70,85,70,50,70,85,70,85,70,50,50,65,85,50,50,50,50,50,50,50,50,40,Better when control is split,Better,No,No,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Worth it,Decreased,,Increased,Increased,Favor,No,Not important,Never,,Heterosexual or straight,Very important,Much larger,"2. The law should permit abortion only in case of rape, incest, or",Somewhat important,No,No,No,Not very many are crooked,Approve,Approve,Favor
out,85,West,30,Married,14,R has never served in the military,Working now,White,Female,30,85,50,70,30,85,85,60,50,70,60,0,60,50,70,85,85,70,85,85,85,50,50,50,40,85,60,60,60,40,40,40,85,85,85,50,50,60,85,50,50,50,50,100,0,Better when control is split,The same ,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,,Decreased,Increased,,No,Important,A few times a week,No,Heterosexual or straight,Very important,Much smaller,"3. The law should permit abortion for reasons other than rape, incest,",Somewhat important,Yes,Yes,No,,Disapprove,Approve,Oppose
out,50,West,79,Widowed,14,R has never served in the military,Retired,White,Female,70,40,85,60,70,70,50,70,60,40,60,50,70,50,70,50,70,70,7,50,50,40,6,5,4,30,50,1,100,30,70,50,50,50,6,50,80,,90,80,,5,50,100,50,,The same ,No,Yes,No,Yes,Care a good deal,Will be close,Yes,Stayed about the same,,Worth it,Increased,,Increased,Decreased,Favor,Yes,Important,Once a day,Yes,Heterosexual or straight,Very important,About the same,"2. The law should permit abortion only in case of rape, incest, or",Very important,Yes,Yes,Yes,Hardly any are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Neither favor nor oppose
out,85,West,33,Married,16,R has never served in the military,Working now,Hispanic or Latino,Male,15,85,60,70,10,80,85,,10,85,65,40,70,60,40,60,100,60,100,70,40,85,40,50,100,60,40,85,70,65,60,60,60,60,100,60,50,60,60,60,75,60,60,60,85,Better when control is split,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,Favor,Increased,Increased,Favor,Yes,Not important,Once a week or less,No,Heterosexual or straight,Very important,Somewhat larger,,,Yes,No,No,Quite a few are crooked,Neither approve nor disapprove,Disapprove,Favor
out,60,West,61,Divorced,13,R has never served in the military,Unemployed,White,Female,77,30,70,50,100,15,0,85,60,60,70,70,100,50,85,40,50,60,100,40,50,40,60,40,70,70,30,60,100,40,60,40,50,50,50,50,85,50,50,50,50,50,50,50,50,Better when control is split,Worse,Yes,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Decreased,,Kept about the same,Kept about the same,Favor,Yes,Not important,Once a week or less,,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Extremely important,Yes,Yes,No,Quite a few are crooked,Approve,Approve,Favor
in,40,West,25,Never married,14,Not currently serving but previously served,Working now,Hispanic or Latino,Male,30,40,60,50,60,40,50,60,30,40,60,40,100,40,50,40,50,50,50,30,40,50,60,30,50,50,40,50,85,15,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,Better when control is split,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,Worth it,Decreased,Favor,Increased,Increased,Favor,No,Important,A few times a week,No,Heterosexual or straight,Very important,Much larger,,,Yes,Yes,No,Not very many are crooked,Disapprove,Approve,Favor
out,100,West,53,Widowed,14,R has never served in the military,Working now,White,Male,30,85,85,100,100,85,100,100,50,70,70,30,85,100,100,100,100,85,100,30,70,70,100,85,85,100,85,100,100,60,60,0,100,100,70,70,100,50,85,100,50,50,50,85,0,Better when control is split,Worse,No,No,No,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Stayed about the same,,Kept about the same,Kept about the same,Favor,No,Important,Once a day,No,Heterosexual or straight,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Somewhat important,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,85,West,28,Married,17,R has never served in the military,Working now,White,Female,0,85,15,70,30,85,85,60,30,85,0,15,15,60,40,40,60,60,70,60,60,70,40,85,70,85,30,70,60,30,40,60,60,60,60,70,40,15,40,85,70,40,50,30,50,Better when control is split,Worse,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Stayed about the same,Favor,Decreased,Decreased,Oppose,No,Important,Once a week or less,,Homosexual or gay ,Somewhat important,Somewhat larger,,,No,No,Yes,Quite a few are crooked,Approve,Disapprove,Oppose
out,90,West,28,Married,17,R has never served in the military,Working now,White,Female,15,85,30,85,0,70,85,30,15,70,30,15,15,80,2,85,85,85,85,85,85,85,70,85,90,85,60,85,40,50,60,70,85,85,85,85,85,50,85,85,85,85,85,85,85,It doesnt matter,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,,Increased,Increased,Oppose,No,Not important,Once a week or less,No,Bisexual,Very important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Extremely important,No,No,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,40,West,90,Married,12,Not currently serving but previously served,Retired,White,Male,100,50,70,50,85,50,0,100,100,0,70,70,60,50,70,70,85,70,85,60,40,30,70,50,50,15,70,40,100,50,70,15,100,85,85,70,70,50,100,100,70,30,70,85,0,Better when control is split,Worse,Yes,Yes,No,No,Care a good deal,Will be close,Yes,Gotten worse,Republican,Not worth it,Stayed about the same,,Increased,Kept about the same,Favor,No,Important,Once a day,No,Heterosexual or straight,Very important,About the same,"2. The law should permit abortion only in case of rape, incest, or",Very important,No,Yes,Yes,Quite a few are crooked,Approve,Approve,Favor
in,100,West,40,Never married,17,R has never served in the military,Working now,White,Male,0,85,30,85,0,60,85,0,0,70,15,15,30,85,0,50,50,50,50,50,40,60,40,60,70,60,40,50,50,50,50,60,,,,,50,0,50,40,50,30,50,25,40,,Better,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,Favor,Increased,Increased,,No,Important,Once a week or less,No,Homosexual or gay ,Very important,Much larger,,,No,No,No,Not very many are crooked,Neither approve nor disapprove,Neither approve nor disapprove,Oppose
in,100,West,66,Married,17,R has never served in the military,Working now,White,Female,0,85,15,85,0,70,70,30,15,85,15,15,15,85,15,40,85,85,85,50,85,70,60,70,85,85,30,70,30,60,60,60,85,85,85,85,40,30,85,85,70,85,85,85,85,It doesnt matter,Worse,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,Neither favor nor oppose,Kept about the same,Decreased,Oppose,No,Important,Never,,Homosexual or gay ,Somewhat important,Much larger,,,No,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,75,West,47,Divorced,16,R has never served in the military,Working now,White,Female,0,80,0,85,0,65,75,0,0,60,0,0,15,75,0,,,,,,,60,10,,80,,15,60,,20,15,35,,,,,,5,,,,,,,,Better when one party controls both,Better,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,Favor,Increased,Increased,Oppose,No,Not important,Once a day,,Heterosexual or straight,Somewhat important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
out,60,West,36,Married,14,R has never served in the military,Working now,Asian,Male,15,60,40,50,50,50,60,30,30,70,40,15,50,50,40,50,60,50,70,50,50,50,50,50,60,50,40,50,50,50,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,Better when one party controls both,The same ,No,Yes,Yes,No,Care a good deal,Will be close,No,Gotten worse,No preference ,Not worth it,Increased,Neither favor nor oppose,Increased,Kept about the same,Oppose,No,Not important,Never,,Heterosexual or straight,Very important,Much larger,,,No,Yes,No,Not very many are crooked,Disapprove,Disapprove,Oppose
out,100,West,,Never married,14,R has never served in the military,Student,Black,Male,0,100,0,85,0,85,100,100,,95,0,0,0,85,0,60,85,70,90,70,45,50,0,50,50,15,60,70,50,50,50,30,65,100,75,50,50,80,60,50,50,50,50,100,0,Better when one party controls both,Worse,No,Yes,Yes,No,Care a good deal,Win by quite a bit,No,Gotten worse,Democrat,Not worth it,Increased,,Increased,Increased,Oppose,No,Important,Several times a day,Yes,Heterosexual or straight,Somewhat important,About the same,"3. The law should permit abortion for reasons other than rape, incest,",Very important,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Favor
out,85,West,51,Divorced,14,R has never served in the military,Permanently disabled,Black,Female,0,70,0,,0,70,60,30,,85,0,30,30,85,30,85,50,70,100,50,50,50,50,70,70,50,70,60,85,85,70,70,60,50,50,50,60,85,70,50,50,50,50,100,50,Better when control is split,Worse,No,Yes,Yes,No,Care a good deal,Win by quite a bit,No,Gotten worse,Democrat,Not worth it,Increased,,Kept about the same,Increased,,No,Important,A few times a week,Yes,Heterosexual or straight,Very important,Somewhat larger,"4. By law, a woman should always be able to obtain an abortion as a",Not at all important,Yes,No,No,Not very many are crooked,Disapprove,Disapprove,Neither favor nor oppose
in,100,West,36,Married,12,R has never served in the military,Working now,Black,Male,15,100,60,,,70,85,60,,70,15,0,30,,,85,100,85,100,85,70,100,50,50,100,50,40,100,50,50,50,50,70,100,100,85,70,50,40,85,85,100,85,100,50,Better when one party controls both,Better,No,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Independent,Not worth it,Increased,,Kept about the same,Increased,Oppose,No,Important,Several times a day,,Heterosexual or straight,Very important,Somewhat larger,"4. By law, a woman should always be able to obtain an abortion as a",Somewhat important,Yes,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Neither favor nor oppose
out,100,West,59,Divorced,17,Not currently serving but previously served,Permanently disabled,White,Male,0,100,30,90,15,100,85,60,0,85,10,15,60,90,15,60,90,70,85,50,70,85,40,85,98,100,40,70,60,20,60,40,85,85,85,85,50,15,40,70,70,70,85,30,60,,Worse,Yes,Yes,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Increased,Favor,Decreased,Increased,Oppose,No,Not important,Several times a day,,Homosexual or gay ,Very important,Much larger,,,No,Yes,Yes,Quite a few are crooked,Disapprove,Disapprove,Oppose
in,100,West,33,Married,17,R has never served in the military,Working now,White,Male,0,100,30,100,0,70,100,15,0,85,30,0,15,100,0,50,70,85,100,70,50,100,15,70,85,85,70,85,70,30,30,85,50,50,50,50,50,30,70,70,15,50,50,50,50,Better when control is split,Better,Yes,Yes,Yes,No,Care a good deal,Will be close,Yes,Gotten worse,Democrat,Not worth it,Increased,Favor,Decreased,Increased,Oppose,No,Important,Once a day,No,Heterosexual or straight,Somewhat important,Much larger,,,No,No,No,Not very many are crooked,Disapprove,Disapprove,Oppose
out,35,West,36,Never married,17,R has never served in the military,Unemployed,White,Male,60,70,85,85,70,100,100,30,50,40,40,65,85,40,90,60,60,30,50,15,50,20,50,30,85,70,70,60,60,70,100,50,60,70,30,60,65,60,60,40,35,60,50,40,50,Better when control is split,Better,No,No,Yes,Yes,Care a good deal,Will be close,No,Gotten worse,Independent,,Increased,,Increased,Kept about the same,Favor,No,Important,Several times a day,No,Heterosexual or straight,Somewhat important,About the same,"4. By law, a woman should always be able to obtain an abortion as a",Somewhat important,No,No,Yes,Hardly any are crooked,Approve,Approve,Oppose
in,85,West,30,Married,17,R has never served in the military,Working now,Asian,Female,0,70,15,30,0,70,100,40,30,85,0,0,15,60,0,100,100,100,100,70,60,85,60,60,60,100,70,100,40,40,85,60,85,100,100,85,100,40,70,100,30,70,100,70,70,Better when one party controls both,Better,Yes,Yes,Yes,No,Care a good deal,Win by quite a bit,Yes,Gotten worse,Democrat,Not worth it,Increased,,Increased,Increased,Favor,No,Important,A few times a week,,Heterosexual or straight,Somewhat important,Much larger,"4. By law, a woman should always be able to obtain an abortion as a",Extremely important,No,Yes,No,Quite a few are crooked,Disapprove,Disapprove,Oppose
